Program,Hubspot ID,Time Zone,Program Name,Current Cohort,Deposit Paid Date,Status,payment_status,Current Payment Status,Payment Mode,Call Status,Upfront/Non-Upfront payment,Original SSA
Step Up,191672274869,America/Chicago,Product Management Interview Prep Fast Track Program,PM Fast Track Masterclass,15-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Pragya
New ML,10000161322,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,15-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Sanjana
EdgeUp,57847976883,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-February 2026,15-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Akshitha
Advanced ML,9629708,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,15-Jan-2026,has_paid_in_full,ENROLLED,Fully Paid,STRIPE_CARD,Onboarded,,Kamal
Agentic SkillUp,164837801,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - Early-March 2026,15-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Kamal
Step Up,191170948460,America/Los_Angeles,Test Engineering Interview Prep Fast Track Program,Test Engineering Fast Track Masterclass,14-Jan-2026,Full Payment Paid,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Pragya
EdgeUp,160038467615,America/New_York,EdgeUp Backend LevelUp Program (with Agentic AI),Backend Engineering - End-january 2026,9-Jan-2026,has_time_to_pay,ENROLLED,has_time_to_pay,ACH_TRANSFER,Onboarded,,Disha
Level Up,191476587326,America/New_York,Backend Engineering Interview Prep Program,"Backend Interview Prep - 2nd Mid-February 2026",14-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Disha
Level Up,190342003247,America/Phoenix,Early Engineering Interview Prep Program,Early Engineering - End-January 2026,16-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Zeeshan
EdgeUp,9548591,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for EM's - Early-February 2026,16-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Refunded,ACH_TRANSFER,Onboarded,,Arush
EdgeUp,191168762400,America/Chicago,EdgeUp 2026 Product Manager (Tech) LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-February 2026,16-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Dropped Out,0_PERCENT_APR_FLEXIPAY,Incomplete OB,,Kamal
Step Up,192441535926,America/Los_Angeles,Technical Program Manager Interview Prep Fast Track Program,	TPM Fast Track Masterclass,15-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Anjali
Step Up,193206863986,America/New_York,Backend Interview Prep Fast Track Program,Bckend fast track masterrclass,16-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay Refunded,0_PERCENT_APR_FLEXIPAY,Onboarded,,Zeeshan
AI/DS SwitchUp,187924022701,America/Toronto,AI Data Science SwitchUp Program,AI Data Science SwitchUp - Mid-February 2026,16-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Anwesh
EdgeUp,137783095683,America/New_York,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Backend Interview Prep - 2nd Mid-January 2026,16-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Ajil
EdgeUp Step Up,193071115523,America/Chicago,EdgeUp Technical Program Manager StepUp Program (with Agentic AI),Engineering Management Fast Track Masterclass,16-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Anjali
EdgeUp Step Up,190893676417,America/Los_Angeles,EdgeUp Backend StepUp Program (with Agentic AI),Applied Agentic AI For SWEs - Early-February 2026,16-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Akshitha
Level Up,152645094299,America/Chicago,Engineering Manager Interview Prep Program,Engineering Management Interview Prep - End-January 2026,16-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Zeeshan
EdgeUp,22234051,America/Los_Angeles,EdgeUp 2026 Security Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI For SWEs - Early-February 2026,16-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Dispute Lost,0_PERCENT_APR_FLEXIPAY,Onboarded,,Ajil
EdgeUp,192083580242,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Engineering Management Interview Prep - End-January 2026,16-Jan-2026,has_paid_in_full,ENROLLED,Fully Paid,STRIPE_CARD,Onboarded,,Sanjana
EdgeUp Step Up,98021801,America/Los_Angeles,EdgeUp Android StepUp Program (with Agentic AI),Android Fast Track Masterclass,16-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Refunded,KLARNA,Onboarded,,Disha
EdgeUp Step Up,190856709705,America/Los_Angeles,EdgeUp Embedded Systems StepUp Program (with Agentic AI),Applied Agentic AI for EM's - 2nd Mid-February 2026,16-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Arush
EdgeUp Step Up,191775503118,America/Chicago,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-February 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,	KLARNA				,Onboarded,,Akshitha
Level Up,191747664395,America/Chicago,Backend Engineering Interview Prep Program,Backend Interview Prep - End-January 2026,12-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Akshitha
Step Up,191489144594,America/Los_Angeles,Technical Program Manager Interview Prep Fast Track Program,,14-Jan-2026,Full Payment Paid,ENROLLED_WITH_NO_DUES,Refunded,	CLIMBCREDIT				,Incomplete OB,,Disha
EdgeUp,190909822785,America/Los_Angeles,EdgeUp 2026 Security Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI For SWEs - Early-February 2026,17-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Anjali
EdgeUp,192652894071,America/New_York,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - Early-February 2026,17-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Suraj
EdgeUp,145714346315,America/Chicago,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - Early-February 2026,17-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Suraj
EdgeUp Step Up,97172002056,America/New_York,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-February 2026,17-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Arush
New ML,192146468785,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-February 2026,18-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Archi
EdgeUp,326143851,CST,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep) ,Engineering Management Interview Prep - End-January 2026,17-Jan-2026,Full Payment Paid,ENROLLED_WITH_NO_DUES,Refunded,CLIMBCREDIT,VM - 4 Attempts,,Nishtha
New ML,189276009832,America/Phoenix,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-February 2026,18-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Anwesh
EdgeUp,185750953340,America/New_York,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),TPM Interview Prep - Early-February 2026,16-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Anjali
Agentic SkillUp,9595842,America/Los_Angeles,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-February 2026,18-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Muskan
EdgeUp Step Up,9298321,America/Los_Angeles,EdgeUp Backend StepUp Program (with Agentic AI),Backend Fast Track Masterclass,19-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Anjali
Level Up,30867251,America/New_York,Machine Learning Interview Prep Program,Machine Learning Interview Prep - Early-February 2026,18-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Suraj
EdgeUp Step Up,184193201227,America/New_York,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - 2nd Mid-February 2026,18-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Sharon
Level Up,475378001,America/Chicago,Machine Learning Interview Prep Program,Machine Learning Interview Prep - Mid-February 2026,18-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Suraj
EdgeUp,192003170971,America/Edmonton,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-February 2026,18-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Arush
EdgeUp,171062402846,America/Los_Angeles,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Engineering Management Interview Prep - End-January 2026,18-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Anwesh
EdgeUp Step Up,193838179106,America/Chicago,EdgeUp Fullstack StepUp Program (with Agentic AI),Applied Agentic AI For SWEs - Early-February 2026,18-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Zeeshan
Step Up,87570625379,America/New_York,Backend Interview Prep Fast Track Program,Backend Fast Track Masterclass,18-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Zeeshan
Level Up,184056038003,America/Chicago,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - 2nd Mid-February 2026,18-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Pragya
EdgeUp,193968061505,America/New_York,EdgeUp Security Engineering LevelUp Program (with Agentic AI),Applied Agentic AI - Early-February 2026,19-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Muskan
New ML,194069298500,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-February 2026,19-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Arush
New ML,187115736134,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,19-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Safoora
Step Up,9633894,America/Winnipeg,Engineering Management Interview Prep Fast Track Program,Engineering Management Fast Track Masterclass,19-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,,Anjali
EdgeUp,193091622523,America/Los_Angeles,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-February 2026,19-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Anshuman
Step Up,505969151,America/New_York,Fullstack Interview Prep Fast Track Program,Fullstack Fast Track Masterclass,19-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Suraj
EdgeUp,9598494,America/Chicago,EdgeUp 2026 AWS Cloud Solutions Architect LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI For SWEs - Early-February 2026,19-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Anjali
Advanced ML,27256168,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,20-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Nishtha
Level Up,194261278231,America/Phoenix,Data Engineering Interview Prep Program,Data Engineering Interview Prep - End-January 2026,19-Jan-2026,has_time_to_pay,ENROLLED,has_time_to_pay,STRIPE_CARD,Onboarded,,Pragya
Paid Upgrade,474012401,America/Los_Angeles,Coding Interview Preparation Pathway,Coding Pathway - End-January 2026,20-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Pragya
EdgeUp,75091839023,America/Chicago,EdgeUp Fullstack LevelUp Program (with Agentic AI),Fullstack Interview Prep - Early-February 2026,20-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Safoora
Agentic SkillUp,43386901,America/New_York,Applied Agentic AI Program,Applied Agentic AI - 2nd Mid-February 2026,20-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Archi
EdgeUp,186789212790,America/Chicago,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Backend Interview Prep - Early-March 2026,20-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,VM - 4 Attempts,,Anshuman
EdgeUp Step Up,222015001,America/Los_Angeles,EdgeUp AWS Cloud Solutions Architect StepUp Program (with Agentic AI),Applied Agentic AI - Early-February 2026,20-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Pragya
Paid Upgrade,194702439946,America/Los_Angeles,Career Skills Program,Career Skills Pathway - Early-April 2026,20-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Suraj
Advanced ML,9291692,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,20-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Sharon
New ML,194562625455,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,20-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay Refunded,0_PERCENT_APR_FLEXIPAY,Incomplete OB,,Nishtha
Step Up,168650658426,America/New_York,Backend Interview Prep Fast Track Program,Backend Fast Track Masterclass,21-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Ajil
EdgeUp,188441941587,Europe/Lisbon,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-February 2026,16-Jan-2026,has_paid_in_full,FULL_PAYMENT_PAID,Refunded,CLIMB CREDIT,Onboarded,,Ajil
Level Up,191976245806,PST,Early Engineering Interview Prep Program,"
Early Engineering - Mid-February 2026",19-Jan-2026,has_time_to_pay,DEPOSIT_PAID,has_time_to_pay,STRIPE_CARD,Onboarded,,Disha
Agentic pathway,43394666032,MST,Agentic AI Pathway (SWEs),Agentic AI Pathway For SWEs - End-March 2026,19-Jan-2026,has_time_to_pay,DEPOSIT_PAID,Refunded,STRIPE_CARD,Incomplete OB,,Muskan
Level Up,193802748253,EST,Security Engineering (W/o Coding) Interview Prep Program,DEFAULT COHORT (USA),20-Jan-2026,has_time_to_pay,DEPOSIT_PAID,,STRIPE_CARD,Incomplete OB,,Ajil
New ML,192394872671,PST,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-March 2026,20-Jan-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMB CREDIT,Onboarded,,Archi
Step Up,85150051,America/New_York,Technical Program Manager Interview Prep Fast Track Program,TPM Fast Track Masterclass,21-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Suraj
Level Up,195006556785,America/New_York,Early Engineering Interview Prep Program,Early Engineering - Early-February 2026,21-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,VM - 6 Attempts,,Zeeshan
EdgeUp,191988482651,America/Los_Angeles,EdgeUp 2026 Machine Learning LevelUp Program (with Agentic AI Interview Prep),Machine Learning Interview Prep - Early-February 2026,21-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Anwesh
New ML,190341116972,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-February 2026,21-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Kamal
EdgeUp,194160233582,America/Los_Angeles,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-February 2026,21-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Zeeshan
EdgeUp,187142490506,America/New_York,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Applied Agentic AI for EM's - Early-April 2026,21-Jan-2026,has_time_to_pay,ENROLLED,Dropped Out,STRIPE_CARD,Incomplete OB,,Archi
Advanced ML,194479195930,America/Chicago,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,21-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Anshuman
Step Up,194858252168,America/New_York,Data Engineering Interview Prep Fast Track Program,Data Engineering Fast Track Masterclass,21-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Disha
EdgeUp,9548214,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Backend Interview Prep - Early-February 2026,22-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Archi
DL & Gen AI Specialisation,166680273976,America/Chicago,Advanced Deep Learning & Generative AI Specialisation Program,Advanced Machine Learning Program - End-August 2025,21-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Sanjana
EdgeUp,190584538397,America/Los_Angeles,EdgeUp 2026 Engineering Manager LevelUp Program (with Agentic AI Interview Prep),Engineering Management Interview Prep - Early-February 2026,23-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,        ACH_TRANSFER,Onboarded,,Pragya
EdgeUp,14242878,America/Chicago,EdgeUp 2026 Data Engineering LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-February 2026,22-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,        ACH_TRANSFER,Onboarded,,Akshitha
EdgeUp,9548029,America/New_York,EdgeUp 2026 Fullstack LevelUp Program (with Agentic AI Interview Prep),Fullstack Interview Prep - Early-February 2026,22-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Pragya
New ML,193124259904,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-February 2026,22-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Kamal
EdgeUp,193538313913,,EdgeUp 2026 Technical Program Manager LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI - Early-February 2026,22-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Disha
New ML,188420674464,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,23-Jan-2026,has_time_to_pay,ENROLLED,Potential Error,STRIPE_CARD,Onboarded,,Sharon
Agentic SkillUp,9305535,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI For SWEs - Mid-February 2026,23-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,        ACH_TRANSFER,VM - 4 Attempts,,Anshuman
Advanced ML,9268698,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,23-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded Via Calendly,,Safoora
Level Up,45634949512,America/Los_Angeles,Early Engineering Interview Prep Program,Early Engineering - Early-February 2026,23-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,        ACH_TRANSFER,Onboarded,,Disha
AI/DS SwitchUp,194145029157,America/New_York,AI Data Science SwitchUp Program (w/o Foundations),AI Data Science SwitchUp - Mid-February 2026,22-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,        ACH_TRANSFER,Onboarded,,Kamal
Advanced ML,194992342423,America/Chicago,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,23-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Arush
